time,buy_yuan_per_kwh,sell_yuan_per_kwh
1922400,0.577864,0.094440
1926000,0.878616,0.087294
1929600,0.891266,0.080330
1933200,0.524437,0.050481
1936800,0.197050,0.058973
1940400,0.051998,0.031998
1944000,0.050000,0.030000
1947600,0.050000,0.030000
1951200,0.148160,0.086178
1954800,0.501253,0.088547
1958400,0.999207,0.099997
1962000,0.984994,0.104531
1965600,0.981931,0.120900
1969200,0.850406,0.130407
1972800,0.803786,0.129583
1976400,0.493549,0.143859
1980000,0.541153,0.132526
1983600,0.563763,0.147080
1987200,0.581134,0.129376
1990800,0.591046,0.129332
1994400,0.314915,0.148915
1998000,0.284746,0.124834
2001600,0.262884,0.126560
2005200,0.258622,0.146388
2008800,0.583553,0.132325
2012400,0.895591,0.131884
2016000,0.872499,0.140872
2019600,0.515008,0.119217
2023200,0.190810,0.138044
2026800,0.089281,0.069281
2030400,0.087275,0.067275
2034000,0.114131,0.094131
2037600,0.225881,0.126117
2041200,0.564369,0.129282
2044800,1.066258,0.143230
2048400,1.090229,0.087752
2052000,1.101119,0.131816
2055600,0.873666,0.131411
2059200,0.881843,0.166127
2062800,0.543567,0.182786
2066400,0.508723,0.149806
2070000,0.533354,0.141046
2073600,0.511824,0.154426
2077200,0.562927,0.143936
2080800,0.262525,0.178559
2084400,0.273364,0.182311
2088000,0.273073,0.194388
2091600,0.215610,0.183814
2095200,0.537732,0.155353
2098800,0.867874,0.110839
2102400,0.815632,0.085180
2106000,0.493704,0.039406
2109600,0.211538,0.021921
2113200,0.113310,0.041839
2116800,0.112195,0.071305
2120400,0.140348,0.099157
2124000,0.246857,0.094006
2127600,0.562214,0.078854
2131200,1.092163,0.123108
2134800,1.162498,0.087131
2138400,1.050146,0.064653
2142000,0.842539,0.085316
2145600,0.849249,0.110186
2149200,0.490757,0.124698
2152800,0.531901,0.142990
2156400,0.570028,0.151053
2160000,0.526170,0.149276
2163600,0.554505,0.142238
2167200,0.199041,0.148335
2170800,0.251240,0.146957
2174400,0.254010,0.180862
2178000,0.259540,0.175967
2181600,0.637557,0.192713
2185200,0.994794,0.177852
2188800,0.981746,0.141606
2192400,0.563341,0.130588
2196000,0.213454,0.125686
2199600,0.071474,0.051474
2203200,0.093526,0.073526
2206800,0.080181,0.060181
2210400,0.187016,0.121834
2214000,0.531455,0.122683
2217600,1.016286,0.148563
2221200,1.063261,0.158906
2224800,1.073336,0.182783
2228400,0.887330,0.207418
2232000,0.940484,0.195519
2235600,0.557859,0.161681
2239200,0.551087,0.130760
2242800,0.553401,0.086761
2246400,0.556965,0.113337
2250000,0.576419,0.137039
2253600,0.221712,0.163126
2257200,0.204671,0.165803
2260800,0.220899,0.148472
2264400,0.207457,0.139916
2268000,0.519071,0.166375
2271600,0.923775,0.150237
2275200,1.020033,0.098930
2278800,0.662200,0.140987
2282400,0.261904,0.154478
2286000,0.132115,0.112115
2289600,0.144613,0.124613
2293200,0.136050,0.116050
2296800,0.205087,0.132656
2300400,0.553032,0.111274
2304000,1.060836,0.106808
2307600,0.982968,0.066299
2311200,1.010059,0.083463
2314800,0.985384,0.127702
2318400,0.969489,0.148455
2322000,0.595799,0.130901
2325600,0.582792,0.103009
2329200,0.622624,0.117403
2332800,0.549179,0.105154
2336400,0.569876,0.131416
2340000,0.215308,0.153746
2343600,0.257460,0.133522
2347200,0.231506,0.131686
2350800,0.250449,0.111145
2354400,0.564037,0.093115
2358000,0.951115,0.110369
2361600,0.968460,0.133256
2365200,0.563620,0.114925
2368800,0.242257,0.117811
2372400,0.167043,0.135489
2376000,0.176511,0.150573
2379600,0.149140,0.129140
2383200,0.225708,0.124023
2386800,0.536312,0.107318
2390400,1.045126,0.107799
2394000,1.040950,0.068681
2397600,0.950449,0.020000
2401200,0.747977,0.071069
2404800,0.796526,0.098573
2408400,0.433489,0.122418
2412000,0.383660,0.141346
2415600,0.420246,0.156033
2419200,0.437847,0.149656
2422800,0.421576,0.146562
2426400,0.053757,0.033757
2430000,0.112749,0.092749
2433600,0.151452,0.131452
2437200,0.205220,0.110413
2440800,0.547357,0.103908
2444400,0.900699,0.093300
2448000,0.917649,0.123530
2451600,0.611267,0.141105
2455200,0.260478,0.112651
2458800,0.205832,0.143421
2462400,0.173236,0.119589
2466000,0.160475,0.122646
2469600,0.243463,0.122700
2473200,0.607633,0.117956
2476800,1.127354,0.080300
2480400,1.084067,0.051070
2484000,1.049348,0.032765
2487600,0.907105,0.020000
2491200,0.923078,0.020000
2494800,0.593026,0.020000
2498400,0.545790,0.066919
2502000,0.515789,0.095341
2505600,0.504155,0.129950
2509200,0.471533,0.122872
2512800,0.084994,0.064994
2516400,0.090298,0.070298
2520000,0.100969,0.080969
2523600,0.130178,0.086157
2527200,0.491914,0.093466
2530800,0.827912,0.107149
2534400,0.862034,0.136825
2538000,0.575847,0.141017
2541600,0.191009,0.136727
2545200,0.084246,0.064246
2548800,0.106519,0.086519
2552400,0.128674,0.108674
2556000,0.260489,0.188384
2559600,0.603429,0.190186
2563200,1.118813,0.193794
2566800,1.063664,0.214826
2570400,1.075470,0.252502
2574000,0.923112,0.279138
2577600,0.869307,0.257162
2581200,0.459838,0.227643
2584800,0.518280,0.226612
2588400,0.507015,0.179253
2592000,0.478503,0.179021
2595600,0.481534,0.175415
2599200,0.199683,0.179683
2602800,0.132167,0.112167
2606400,0.099646,0.079646
2610000,0.098366,0.078366
2613600,0.507278,0.167086
2617200,0.879732,0.184671
2620800,0.912712,0.193820
2624400,0.515489,0.163284
2628000,0.133056,0.113056
2631600,0.050000,0.030000
2635200,0.050000,0.030000
2638800,0.066948,0.046948
2642400,0.185448,0.129714
2646000,0.568607,0.143105
2649600,1.079540,0.143179
2653200,1.111090,0.131290
2656800,1.139067,0.117123
2660400,0.873876,0.049983
2664000,0.775980,0.030456
2667600,0.480562,0.020000
2671200,0.540966,0.023801
2674800,0.522325,0.038359
2678400,0.484625,0.084861
2682000,0.480655,0.118344
2685600,0.154387,0.109557
2689200,0.210572,0.144663
2692800,0.205448,0.116068
2696400,0.191283,0.110742
2700000,0.513104,0.127841
2703600,0.886106,0.130118
2707200,0.861542,0.121743
2710800,0.488015,0.128766
2714400,0.196628,0.135110
2718000,0.128392,0.108392
2721600,0.125247,0.092774
2725200,0.095525,0.075525
2728800,0.198982,0.072489
2732400,0.554304,0.063908
2736000,1.089728,0.092448
2739600,1.142996,0.133452
2743200,1.152153,0.103974
2746800,1.045805,0.093742
2750400,1.069066,0.093578
2754000,0.722253,0.149518
2757600,0.638160,0.159189
2761200,0.637766,0.152885
2764800,0.595535,0.129821
2768400,0.529507,0.094531
2772000,0.229152,0.095058
2775600,0.254026,0.077046
2779200,0.287124,0.085157
2782800,0.293300,0.111962
2786400,0.638872,0.108956
2790000,0.969213,0.115817
2793600,0.953666,0.057615
2797200,0.569345,0.096499
2800800,0.242000,0.100944
2804400,0.136066,0.113844
2808000,0.122530,0.102530
2811600,0.130021,0.110021
2815200,0.232050,0.153552
2818800,0.640637,0.181202
2822400,1.171940,0.202894
2826000,1.151030,0.242383
2829600,1.128769,0.224654
2833200,0.982519,0.243507
2836800,0.952161,0.208460
2840400,0.541049,0.206607
2844000,0.532984,0.174685
2847600,0.526033,0.155483
2851200,0.503336,0.164787
2854800,0.566695,0.181266
2858400,0.252051,0.188155
2862000,0.189705,0.144427
2865600,0.197529,0.145601
2869200,0.224924,0.149909
2872800,0.595250,0.122077
2876400,0.981646,0.127465
2880000,0.968256,0.140297
2883600,0.561478,0.143396
2887200,0.168320,0.136627
2890800,0.064664,0.044664
2894400,0.064875,0.044875
2898000,0.087758,0.067758
2901600,0.218751,0.097028
2905200,0.557237,0.094260
2908800,1.006481,0.063160
2912400,0.975924,0.075327
2916000,1.012314,0.082380
2919600,0.871167,0.042594
2923200,0.841368,0.020000
2926800,0.523776,0.020000
2930400,0.505238,0.036918
2934000,0.478213,0.027590
2937600,0.510617,0.049328
2941200,0.518782,0.040888
2944800,0.168008,0.039466
2948400,0.168808,0.042473
2952000,0.130461,0.032937
2955600,0.121439,0.029475
2959200,0.504513,0.022892
2962800,0.816983,0.041219
2966400,0.747583,0.047766
2970000,0.356449,0.053307
2973600,0.050000,0.030000
2977200,0.050000,0.030000
2980800,0.050000,0.030000
2984400,0.050000,0.030000
2988000,0.128365,0.108365
2991600,0.518302,0.133689
2995200,1.062747,0.145504
2998800,1.005654,0.168960
3002400,0.984242,0.187672
3006000,0.803099,0.171933
3009600,0.782220,0.164993
3013200,0.455115,0.175222
3016800,0.535612,0.175845
3020400,0.589117,0.155342
3024000,0.562518,0.120668
3027600,0.563309,0.137886
3031200,0.217989,0.121945
3034800,0.277246,0.155131
3038400,0.258053,0.134945
3042000,0.248756,0.137243
3045600,0.581405,0.111499
3049200,1.038522,0.127708
3052800,1.066196,0.143743
3056400,0.675289,0.164230
3060000,0.358402,0.174750
3063600,0.211363,0.143146
3067200,0.203108,0.149721
3070800,0.203173,0.148452
3074400,0.281327,0.132363
3078000,0.606707,0.128602
3081600,1.112286,0.139145
3085200,1.135914,0.178994
3088800,1.161922,0.169036
3092400,0.902995,0.168555
3096000,0.923396,0.142012
3099600,0.513534,0.103317
3103200,0.470417,0.080729
3106800,0.467837,0.071713
3110400,0.461106,0.038039
3114000,0.482016,0.039640
3117600,0.163701,0.025607
3121200,0.129431,0.038795
3124800,0.127150,0.047373
3128400,0.131806,0.067359
3132000,0.482077,0.048134
3135600,0.848036,0.055276
3139200,0.824063,0.079567
3142800,0.518355,0.073401
3146400,0.192796,0.105667
3150000,0.053522,0.033522
3153600,0.050000,0.030000
3157200,0.082253,0.062253
3160800,0.203420,0.155475
3164400,0.553796,0.142360
3168000,1.069862,0.143711
3171600,1.059823,0.170109
3175200,1.121039,0.156660
3178800,0.888089,0.167226
3182400,0.823363,0.150948
3186000,0.421906,0.100318
3189600,0.432994,0.098898
3193200,0.518407,0.100337
3196800,0.521858,0.077344
3200400,0.456013,0.082383
3204000,0.070220,0.050220
3207600,0.081433,0.061433
3211200,0.081399,0.061399
3214800,0.110809,0.090809
3218400,0.483803,0.119893
3222000,0.829663,0.105255
3225600,0.907927,0.134896
3229200,0.545013,0.127049
3232800,0.170070,0.109000
3236400,0.098159,0.078159
3240000,0.079160,0.059160
3243600,0.074719,0.054719
3247200,0.190688,0.118097
3250800,0.538975,0.111455
3254400,1.090658,0.120600
3258000,1.058608,0.156775
3261600,1.163755,0.211801
3265200,0.977905,0.179636
3268800,0.938185,0.189287
3272400,0.569288,0.181497
3276000,0.529613,0.191761
3279600,0.491825,0.153883
3283200,0.535799,0.181413
3286800,0.538266,0.156022
3290400,0.194603,0.164911
3294000,0.223804,0.156736
3297600,0.253661,0.153302
3301200,0.268454,0.117135
3304800,0.609316,0.122227
3308400,0.995978,0.109114
3312000,0.889699,0.092247
3315600,0.545800,0.112697
3319200,0.163244,0.107814
3322800,0.092555,0.072555
3326400,0.104009,0.084009
3330000,0.099255,0.079255
3333600,0.210773,0.116502
3337200,0.554070,0.114078
3340800,1.064471,0.111342
3344400,1.031630,0.120330
3348000,1.059616,0.138524
3351600,0.897676,0.120650
3355200,0.905957,0.128084
3358800,0.611251,0.108924
3362400,0.665856,0.130660
3366000,0.643880,0.131264
3369600,0.646686,0.126868
3373200,0.599413,0.130033
3376800,0.263418,0.138765
3380400,0.275851,0.139718
3384000,0.296521,0.139701
3387600,0.265842,0.113018
3391200,0.610820,0.098558
3394800,0.987658,0.137159
3398400,1.006644,0.159880
3402000,0.633459,0.132176
3405600,0.266563,0.125760
3409200,0.160732,0.132665
3412800,0.097842,0.077842
3416400,0.123826,0.103826
3420000,0.178706,0.127411
3423600,0.493075,0.132966
3427200,1.012661,0.110625
3430800,1.030836,0.085571
3434400,0.966095,0.027342
3438000,0.807670,0.020000
3441600,0.899787,0.028674
3445200,0.548802,0.052541
3448800,0.615628,0.050331
3452400,0.615940,0.035599
3456000,0.608896,0.043720
3459600,0.643254,0.037041
3463200,0.296503,0.060000
3466800,0.284175,0.092503
3470400,0.283287,0.104863
3474000,0.288281,0.123404
3477600,0.584152,0.110863
3481200,0.916872,0.120766
3484800,0.881035,0.127809
3488400,0.593984,0.136021
3492000,0.227294,0.134287
3495600,0.123021,0.103021
3499200,0.128360,0.108360
3502800,0.122935,0.102935
3506400,0.220448,0.111987
3510000,0.547850,0.098626
3513600,1.015279,0.090172
3517200,1.062507,0.105098
3520800,1.060821,0.143866
3524400,0.831123,0.157935
3528000,0.868077,0.151622
3531600,0.533807,0.131860
3535200,0.493734,0.122945
3538800,0.489848,0.115829
3542400,0.525875,0.112341
3546000,0.518902,0.091524
3549600,0.203681,0.087407
3553200,0.182147,0.117207
3556800,0.185951,0.124229
3560400,0.184303,0.123624
3564000,0.538520,0.124815
3567600,0.927995,0.121674
3571200,0.994187,0.107797
3574800,0.686969,0.078337
3578400,0.356210,0.094181
3582000,0.214970,0.067911
3585600,0.201976,0.078795
3589200,0.209428,0.094708
3592800,0.304240,0.120511
3596400,0.668482,0.159748
3600000,1.175250,0.170987
3603600,1.161629,0.144854
3607200,1.107229,0.186589
3610800,0.900957,0.134754
3614400,0.929226,0.134685
3618000,0.573327,0.104861
3621600,0.573360,0.073851
3625200,0.580852,0.070842
3628800,0.562513,0.092246
3632400,0.639199,0.121954
3636000,0.287828,0.089976
3639600,0.240729,0.094822
3643200,0.264418,0.067303
3646800,0.247651,0.064163
3650400,0.572940,0.090137
